,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average score,performance_category
821,female,group D,bachelor's degree,free/reduced,none,78,90,93,87.0,High
822,male,group E,some college,free/reduced,completed,49,52,51,50.666666666666664,Low
823,female,group B,high school,free/reduced,none,71,87,82,80.0,High
824,female,group C,some high school,free/reduced,none,48,58,52,52.666666666666664,Low
825,male,group C,high school,standard,none,62,67,58,62.333333333333336,Medium
826,female,group C,associate's degree,free/reduced,completed,56,68,70,64.66666666666667,Medium
827,female,group C,some high school,standard,none,65,69,76,70.0,Medium
828,female,group D,some high school,free/reduced,completed,69,86,81,78.66666666666667,Medium
829,male,group B,some high school,standard,none,68,54,53,58.333333333333336,Low
830,female,group A,some college,free/reduced,none,61,60,57,59.333333333333336,Low
831,female,group C,bachelor's degree,free/reduced,completed,74,86,89,83.0,High
832,male,group A,bachelor's degree,standard,none,64,60,58,60.666666666666664,Medium
833,female,group B,high school,standard,completed,77,82,89,82.66666666666667,High
834,male,group B,some college,standard,none,58,50,45,51.0,Low
835,female,group C,high school,standard,completed,60,64,74,66.0,Medium
836,male,group E,high school,standard,none,73,64,57,64.66666666666667,Medium
837,female,group A,high school,standard,completed,75,82,79,78.66666666666667,Medium
838,male,group B,associate's degree,free/reduced,completed,58,57,53,56.0,Low
839,female,group C,associate's degree,standard,none,66,77,73,72.0,Medium
840,female,group D,high school,free/reduced,none,39,52,46,45.666666666666664,Low
841,male,group C,some high school,standard,none,64,58,51,57.666666666666664,Low
842,female,group B,high school,free/reduced,completed,23,44,36,34.333333333333336,Low
843,male,group B,some college,free/reduced,completed,74,77,76,75.66666666666667,Medium
844,female,group D,some high school,free/reduced,completed,40,65,64,56.333333333333336,Low
845,male,group E,master's degree,standard,none,90,85,84,86.33333333333333,High
846,male,group C,master's degree,standard,completed,91,85,85,87.0,High
847,male,group D,high school,standard,none,64,54,50,56.0,Low
848,female,group C,high school,standard,none,59,72,68,66.33333333333333,Medium
849,male,group D,associate's degree,standard,none,80,75,69,74.66666666666667,Medium
850,male,group C,master's degree,standard,none,71,67,67,68.33333333333333,Medium
851,female,group A,high school,standard,none,61,68,63,64.0,Medium
852,female,group E,some college,standard,none,87,85,93,88.33333333333333,High
853,male,group E,some high school,standard,none,82,67,61,70.0,Medium
854,male,group C,some high school,standard,none,62,64,55,60.333333333333336,Medium
855,female,group B,bachelor's degree,standard,none,97,97,96,96.66666666666667,High
856,male,group B,some college,free/reduced,none,75,68,65,69.33333333333333,Medium
857,female,group C,bachelor's degree,standard,none,65,79,81,75.0,Medium
858,male,group B,high school,standard,completed,52,49,46,49.0,Low
859,male,group C,associate's degree,free/reduced,none,87,73,72,77.33333333333333,Medium
860,female,group C,associate's degree,standard,none,53,62,53,56.0,Low
861,female,group E,master's degree,free/reduced,none,81,86,87,84.66666666666667,High
862,male,group D,bachelor's degree,free/reduced,completed,39,42,38,39.666666666666664,Low
863,female,group C,some college,standard,completed,71,71,80,74.0,Medium
864,male,group C,associate's degree,standard,none,97,93,91,93.66666666666667,High
865,male,group D,some college,standard,completed,82,82,88,84.0,High
866,male,group C,high school,free/reduced,none,59,53,52,54.666666666666664,Low
867,male,group B,associate's degree,standard,none,61,42,41,48.0,Low
868,male,group E,associate's degree,free/reduced,completed,78,74,72,74.66666666666667,Medium
869,male,group C,associate's degree,free/reduced,none,49,51,51,50.333333333333336,Low
870,male,group B,high school,standard,none,59,58,47,54.666666666666664,Low
871,female,group C,some college,standard,completed,70,72,76,72.66666666666667,Medium
872,male,group B,associate's degree,standard,completed,82,84,78,81.33333333333333,High
873,male,group E,associate's degree,free/reduced,none,90,90,82,87.33333333333333,High
874,female,group C,bachelor's degree,free/reduced,none,43,62,61,55.333333333333336,Low
875,male,group C,some college,free/reduced,none,80,64,66,70.0,Medium
876,male,group D,some college,standard,none,81,82,84,82.33333333333333,High
877,male,group C,some high school,standard,none,57,61,54,57.333333333333336,Low
878,female,group D,some high school,standard,none,59,72,80,70.33333333333333,Medium
879,female,group D,associate's degree,standard,none,64,76,74,71.33333333333333,Medium
880,male,group C,bachelor's degree,standard,completed,63,64,66,64.33333333333333,Medium
881,female,group E,bachelor's degree,standard,completed,71,70,70,70.33333333333333,Medium
882,female,group B,high school,free/reduced,none,64,73,71,69.33333333333333,Medium
883,male,group D,bachelor's degree,free/reduced,none,55,46,44,48.333333333333336,Low
884,female,group E,associate's degree,standard,none,51,51,54,52.0,Low
885,female,group C,associate's degree,standard,completed,62,76,80,72.66666666666667,Medium
886,female,group E,associate's degree,standard,completed,93,100,95,96.0,High
887,male,group C,high school,free/reduced,none,54,72,59,61.666666666666664,Medium
888,female,group D,some college,free/reduced,none,69,65,74,69.33333333333333,Medium
889,male,group D,high school,free/reduced,none,44,51,48,47.666666666666664,Low
890,female,group E,some college,standard,completed,86,85,91,87.33333333333333,High
891,female,group E,associate's degree,standard,none,85,92,85,87.33333333333333,High
892,female,group A,master's degree,free/reduced,none,50,67,73,63.333333333333336,Medium
893,male,group D,some high school,standard,completed,88,74,75,79.0,Medium
894,female,group E,associate's degree,standard,none,59,62,69,63.333333333333336,Medium
895,female,group E,some high school,free/reduced,none,32,34,38,34.666666666666664,Low
896,male,group B,high school,free/reduced,none,36,29,27,30.666666666666668,Low
897,female,group B,some high school,free/reduced,completed,63,78,79,73.33333333333333,Medium
898,male,group D,associate's degree,standard,completed,67,54,63,61.333333333333336,Medium
899,female,group D,some high school,standard,completed,65,78,82,75.0,Medium
900,male,group D,master's degree,standard,none,85,84,89,86.0,High
901,female,group C,master's degree,standard,none,73,78,74,75.0,Medium
902,female,group A,high school,free/reduced,completed,34,48,41,41.0,Low
903,female,group D,bachelor's degree,free/reduced,completed,93,100,100,97.66666666666667,High
904,female,group D,some high school,free/reduced,none,67,84,84,78.33333333333333,Medium
905,male,group D,some college,standard,none,88,77,77,80.66666666666667,High
906,male,group B,high school,standard,none,57,48,51,52.0,Low
907,female,group D,some college,standard,completed,79,84,91,84.66666666666667,High
908,female,group C,bachelor's degree,free/reduced,none,67,75,72,71.33333333333333,Medium
909,male,group E,bachelor's degree,standard,completed,70,64,70,68.0,Medium
910,male,group D,bachelor's degree,free/reduced,none,50,42,48,46.666666666666664,Low
911,female,group A,some college,standard,none,69,84,82,78.33333333333333,Medium
912,female,group C,bachelor's degree,standard,completed,52,61,66,59.666666666666664,Low
913,female,group C,bachelor's degree,free/reduced,completed,47,62,66,58.333333333333336,Low
914,female,group B,associate's degree,free/reduced,none,46,61,55,54.0,Low
915,female,group E,some college,standard,none,68,70,66,68.0,Medium
916,male,group E,bachelor's degree,standard,completed,100,100,100,100.0,
917,female,group C,high school,standard,none,44,61,52,52.333333333333336,Low
918,female,group C,associate's degree,standard,completed,57,77,80,71.33333333333333,Medium
919,male,group B,some college,standard,completed,91,96,91,92.66666666666667,High
920,male,group D,high school,free/reduced,none,69,70,67,68.66666666666667,Medium
921,female,group C,high school,free/reduced,none,35,53,46,44.666666666666664,Low
922,male,group D,high school,standard,none,72,66,66,68.0,Medium
923,female,group B,associate's degree,free/reduced,none,54,65,65,61.333333333333336,Medium
924,male,group D,high school,free/reduced,none,74,70,69,71.0,Medium
925,male,group E,some high school,standard,completed,74,64,60,66.0,Medium
926,male,group E,associate's degree,free/reduced,none,64,56,52,57.333333333333336,Low
927,female,group D,high school,free/reduced,completed,65,61,71,65.66666666666667,Medium
928,male,group E,associate's degree,free/reduced,completed,46,43,44,44.333333333333336,Low
929,female,group C,some high school,free/reduced,none,48,56,51,51.666666666666664,Low
930,male,group C,some college,free/reduced,completed,67,74,70,70.33333333333333,Medium
931,male,group D,some college,free/reduced,none,62,57,62,60.333333333333336,Medium
932,male,group D,associate's degree,free/reduced,completed,61,71,73,68.33333333333333,Medium
933,male,group C,bachelor's degree,free/reduced,completed,70,75,74,73.0,Medium
934,male,group C,associate's degree,standard,completed,98,87,90,91.66666666666667,High
935,male,group D,some college,free/reduced,none,70,63,58,63.666666666666664,Medium
936,male,group A,associate's degree,standard,none,67,57,53,59.0,Low
937,female,group E,high school,free/reduced,none,57,58,57,57.333333333333336,Low
938,male,group D,some college,standard,completed,85,81,85,83.66666666666667,High
939,male,group D,some high school,standard,completed,77,68,69,71.33333333333333,Medium
940,male,group C,master's degree,free/reduced,completed,72,66,72,70.0,Medium
941,female,group D,master's degree,standard,none,78,91,96,88.33333333333333,High
942,male,group C,high school,standard,none,81,66,64,70.33333333333333,Medium
943,male,group A,some high school,free/reduced,completed,61,62,61,61.333333333333336,Medium
944,female,group B,high school,standard,none,58,68,61,62.333333333333336,Medium
945,female,group C,associate's degree,standard,none,54,61,58,57.666666666666664,Low
946,male,group B,high school,standard,none,82,82,80,81.33333333333333,High
947,female,group D,some college,free/reduced,none,49,58,60,55.666666666666664,Low
948,male,group B,some high school,free/reduced,completed,49,50,52,50.333333333333336,Low
949,female,group E,high school,free/reduced,completed,57,75,73,68.33333333333333,Medium
950,male,group E,high school,standard,none,94,73,71,79.33333333333333,Medium
951,female,group D,some college,standard,completed,75,77,83,78.33333333333333,Medium
952,female,group E,some high school,free/reduced,none,74,74,72,73.33333333333333,Medium
953,male,group C,high school,standard,completed,58,52,54,54.666666666666664,Low
954,female,group C,some college,standard,none,62,69,69,66.66666666666667,Medium
955,male,group E,associate's degree,standard,none,72,57,62,63.666666666666664,Medium
956,male,group C,some college,standard,none,84,87,81,84.0,High
957,female,group D,master's degree,standard,none,92,100,100,97.33333333333333,High
958,female,group D,high school,standard,none,45,63,59,55.666666666666664,Low
959,male,group C,high school,standard,none,75,81,71,75.66666666666667,Medium
960,female,group A,some college,standard,none,56,58,64,59.333333333333336,Low
961,female,group D,some high school,free/reduced,none,48,54,53,51.666666666666664,Low
962,female,group E,associate's degree,standard,none,100,100,100,100.0,
963,female,group C,some high school,free/reduced,completed,65,76,75,72.0,Medium
964,male,group D,some college,standard,none,72,57,58,62.333333333333336,Medium
965,female,group D,some college,standard,none,62,70,72,68.0,Medium
966,male,group A,some high school,standard,completed,66,68,64,66.0,Medium
967,male,group C,some college,standard,none,63,63,60,62.0,Medium
968,female,group E,associate's degree,standard,none,68,76,67,70.33333333333333,Medium
969,female,group B,bachelor's degree,standard,none,75,84,80,79.66666666666667,Medium
970,female,group D,bachelor's degree,standard,none,89,100,100,96.33333333333333,High
971,male,group C,some high school,standard,completed,78,72,69,73.0,Medium
972,female,group A,high school,free/reduced,completed,53,50,60,54.333333333333336,Low
973,female,group D,some college,free/reduced,none,49,65,61,58.333333333333336,Low
974,female,group A,some college,standard,none,54,63,67,61.333333333333336,Medium
975,female,group C,some college,standard,completed,64,82,77,74.33333333333333,Medium
976,male,group B,some college,free/reduced,completed,60,62,60,60.666666666666664,Medium
977,male,group C,associate's degree,standard,none,62,65,58,61.666666666666664,Medium
978,male,group D,high school,standard,completed,55,41,48,48.0,Low
979,female,group C,associate's degree,standard,none,91,95,94,93.33333333333333,High
980,female,group B,high school,free/reduced,none,8,24,23,18.333333333333332,Low
981,male,group D,some high school,standard,none,81,78,78,79.0,Medium
982,male,group B,some high school,standard,completed,79,85,86,83.33333333333333,High
983,female,group A,some college,standard,completed,78,87,91,85.33333333333333,High
984,female,group C,some high school,standard,none,74,75,82,77.0,Medium
985,male,group A,high school,standard,none,57,51,54,54.0,Low
986,female,group C,associate's degree,standard,none,40,59,51,50.0,Low
987,male,group E,some high school,standard,completed,81,75,76,77.33333333333333,Medium
988,female,group A,some high school,free/reduced,none,44,45,45,44.666666666666664,Low
989,female,group D,some college,free/reduced,completed,67,86,83,78.66666666666667,Medium
990,male,group E,high school,free/reduced,completed,86,81,75,80.66666666666667,High
991,female,group B,some high school,standard,completed,65,82,78,75.0,Medium
992,female,group D,associate's degree,free/reduced,none,55,76,76,69.0,Medium
993,female,group D,bachelor's degree,free/reduced,none,62,72,74,69.33333333333333,Medium
994,male,group A,high school,standard,none,63,63,62,62.666666666666664,Medium
995,female,group E,master's degree,standard,completed,88,99,95,94.0,High
996,male,group C,high school,free/reduced,none,62,55,55,57.333333333333336,Low
997,female,group C,high school,free/reduced,completed,59,71,65,65.0,Medium
998,female,group D,some college,standard,completed,68,78,77,74.33333333333333,Medium
999,female,group D,some college,free/reduced,none,77,86,86,83.0,High
